0|0|0|0|0|0|0|0|0|0|
0|-0.4|-0.4|1.1|0.4|0|1.63913e-08|0|-1.3|0.9|
0|1.1|0.4|-1.1|-0.4|0|-1.3|0.9|1.63913e-08|0|
0|-0.4|-0.4|1.1|0.4|0|1.63913e-08|0|-1.3|0.9|
0|1.1|0.4|-1.1|-0.4|0|-1.3|0.9|1.63913e-08|0|
0|-0.4|-0.4|1.1|0.4|0|1.63913e-08|0|-1.3|0.9|
0|1.1|0.4|-1.1|-0.4|0|-1.3|0.9|1.63913e-08|0|
0|-0.4|-0.4|1.1|0.4|0|1.63913e-08|0|-1.3|0.9|
0|1.1|0.4|-1.1|-0.4|0|-1.3|0.9|1.63913e-08|0|
0|-0.4|-0.4|1.1|0.4|0|1.63913e-08|0|-1.3|0.9|
0|1.1|0.4|-1.1|-0.4|0|-1.3|0.9|1.63913e-08|0|
0|-0.4|-0.4|1.1|0.4|0|1.63913e-08|0|-1.3|0.9|
0|1.1|0.4|-1.1|-0.4|0|-1.3|0.9|1.63913e-08|0|
0|-0.4|-0.4|1.1|0.4|0|1.63913e-08|0|-1.3|0.9|
0|1.1|0.4|-1.1|-0.4|0|-1.3|0.9|1.63913e-08|0|
0|-0.4|-0.4|1.1|0.4|0|1.63913e-08|0|-1.3|0.9|
0|1.1|0.4|-1.1|-0.4|0|-1.3|0.9|1.63913e-08|0|
0|-0.4|-0.4|1.1|0.4|0|1.63913e-08|0|-1.3|0.9|
0|1.1|0.4|-1.1|-0.4|0|-1.3|0.9|1.63913e-08|0|
0|-3|0|0|0|0|0|0|0|0|
0|-0.6|0|0|0|0|0|0|0|0|
0|-3|0|0|0|0|0|0|0|0|
0|-0.6|0|0|0|0|0|0|0|0|
0|0|0|0|0|0|0|0|0|0|
0|0|0|0|0|0|-1.7|1|0|0|
0|0|0|0|0|0|-1.5|0|0|0|
0|0|0|0|0|0|-1.5|0|0|0|
0|0|0|0|0|0|0|0|0|0|
0|0|0|0|0|0|0|0|0|0|
0|0|0|0|0|0|0|0|0|0|
0|0|0|0|0|0|0|0|0|0|
0|0|0|0|0|0|0|0|0|0|
0|0|0|0|0|0|0|0|0|0|
0|0|0|0|0|0|0|0|0|0|
0|0|0|0|0|0|0|0|0|0|
0|0|0|0|0|0|0|0|0|0|
0|0|0|0|0|0|0|0|0|0|
0|0|0|0|0|0|0|0|0|0|
